input,output,prompt,task,split
CN1C=NC2=C1C(=O)NC(=O)N2C,Yes,"Predict whether the molecule CN1C=NC2=C1C(=O)NC(=O)N2C can cross the BBB, and provide reasoning.",bbbp,test
CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(S(N)(=O)=O)C=C2S1(=O)=O,No,What is your prediction for the molecule CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(S(N)(=O)=O)C=C2S1(=O)=O? Will it cross the blood-brain barrier?,bbbp,test
CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,Yes,"Based on the input CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12, predict whether it can cross the blood-brain barrier and explain why.",bbbp,test
ClC1=CC=C2OC3=CC=CC=C3[C@H]3CNCC[C@@H]3C2=C1,Yes,"Based on the input ClC1=CC=C2OC3=CC=CC=C3[C@H]3CNCC[C@@H]3C2=C1, predict whether it can cross the blood-brain barrier and explain why.",bbbp,test
COC1=CC2=C(C=C1OC)[C@@H](C1=CC=CC=C1)CN(C)CC2,Yes,What are the chances of COC1=CC2=C(C=C1OC)[C@@H](C1=CC=CC=C1)CN(C)CC2 crossing the blood-brain barrier? Explain your prediction.,bbbp,test
CC12CC3CC(C)(C1)CC(N)(C3)C2,Yes,"Given the input SMILES CC12CC3CC(C)(C1)CC(N)(C3)C2, how likely is it to cross the blood-brain barrier?",bbbp,test
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,No,What are the chances of C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)C1=CC=NC2=CC=C(OC)C=C12 crossing the blood-brain barrier? Explain your prediction.,bbbp,test
CCCC(CCC)C(N)=O,Yes,"For the input CCCC(CCC)C(N)=O, determine if it can penetrate the brain barrier and explain.",bbbp,test
COC1=CC=C(O)C=C1,No,"Using the structure COC1=CC=C(O)C=C1, predict if the molecule is toxic and why.",clintox,train
CC1=CC2=C(N3CC[NH+](C)CC3)NC3=CC=CC=C3N=C2S1,No,"Given the molecular structure CC1=CC2=C(N3CC[NH+](C)CC3)NC3=CC=CC=C3N=C2S1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
O=C(C1CCCCC1)N1CC(=O)N2CCC3=CC=CC=C3C2C1,No,Predict the toxicity of the compound O=C(C1CCCCC1)N1CC(=O)N2CCC3=CC=CC=C3C2C1 based on its molecular structure.,clintox,train
CCC(C)C(C)(COC(N)=O)COC(N)=O,No,Analyze the molecule CCC(C)C(C)(COC(N)=O)COC(N)=O and determine if it exhibits toxicity. Explain your answer.,clintox,train
CC(C)(OC1=CC=C(C(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)[O-],No,Is the molecule CC(C)(OC1=CC=C(C(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)[O-] toxic? Provide a detailed reasoning for your prediction.,clintox,train
CCC[NH2+]C(C)C(=O)NC1=CC=CC=C1C,No,Is the molecule CCC[NH2+]C(C)C(=O)NC1=CC=CC=C1C toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,No,"Using the structure CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1, predict if the molecule is toxic and why.",clintox,train
CCCC1=NC(C)=C2C(=O)N=C(C3=CC(S(=O)(=O)N4CC[NH+](CC)CC4)=CC=C3OCC)NN12,No,"Based on the input CCCC1=NC(C)=C2C(=O)N=C(C3=CC(S(=O)(=O)N4CC[NH+](CC)CC4)=CC=C3OCC)NN12, determine if the molecule is toxic and provide a justification.",clintox,train
C/C=C(C(=C/C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,No,What is your toxicity prediction for the molecule C/C=C(C(=C/C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1? Explain your reasoning.,clintox,train
[NH3+]C[C@H](O)C1=CC=C(O)C(O)=C1,No,Predict the toxicity of the compound [NH3+]C[C@H](O)C1=CC=C(O)C(O)=C1 based on its molecular structure.,clintox,train
C[NH2+]C[C@H](O)C1=CC=CC(O)=C1,No,"Based on the input C[NH2+]C[C@H](O)C1=CC=CC(O)=C1, determine if the molecule is toxic and provide a justification.",clintox,train
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)C1=CC=C(N)C=C1,No,Is the molecule CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)C1=CC=C(N)C=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Yes,"Given the molecular structure NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
CC1=CC(=O)N([O-])C(C2CCCCC2)=C1,No,"Based on the input CC1=CC(=O)N([O-])C(C2CCCCC2)=C1, determine if the molecule is toxic and provide a justification.",clintox,train
C[NH+]1[C@@H]2CC[C@@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2,No,Predict the toxicity of the compound C[NH+]1[C@@H]2CC[C@@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2 based on its molecular structure.,clintox,train
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@@]21C,No,What is your toxicity prediction for the molecule C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@@]21C? Explain your reasoning.,clintox,train
CC1=C(CC(=O)[O-])C2=CC(F)=CC=C2/C1=C\C1=CC=C(S(C)=O)C=C1,No,"Using the structure CC1=C(CC(=O)[O-])C2=CC(F)=CC=C2/C1=C\C1=CC=C(S(C)=O)C=C1, predict if the molecule is toxic and why.",clintox,train
CCCC(CCC)C(=O)[O-],No,"Using the structure CCCC(CCC)C(=O)[O-], predict if the molecule is toxic and why.",clintox,train
COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1[N-]S(=O)(=O)C1=CC=C(C(C)(C)C)C=C1,No,"Based on the input COC1=CC=CC=C1OC1=C(OCCO)N=C(C2=NC=CC=N2)N=C1[N-]S(=O)(=O)C1=CC=C(C(C)(C)C)C=C1, determine if the molecule is toxic and provide a justification.",clintox,train
O=C([O-])C1=CC=C(N2N=C(C3=CC=CC=C3O)N=C2C2=CC=CC=C2O)C=C1,No,Evaluate whether the molecule O=C([O-])C1=CC=C(N2N=C(C3=CC=CC=C3O)N=C2C2=CC=CC=C2O)C=C1 is toxic and provide reasoning based on its structure.,clintox,train
O=C(NCC1CCCC[NH2+]1)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F,No,Predict the toxicity of the compound O=C(NCC1CCCC[NH2+]1)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F based on its molecular structure.,clintox,train
CC1=C(C2=CC=CC=C2)OC2=C(C(=O)OCC[NH+]3CCCCC3)C=CC=C2C1=O,No,"Using the SMILES CC1=C(C2=CC=CC=C2)OC2=C(C(=O)OCC[NH+]3CCCCC3)C=CC=C2C1=O, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
CN/C(=C\[N+](=O)[O-])[NH2+]CCSCC1=CC=C(C[NH+](C)C)O1,No,"Given the molecular structure CN/C(=C\[N+](=O)[O-])[NH2+]CCSCC1=CC=C(C[NH+](C)C)O1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
C[NH+]1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,No,Is the molecule C[NH+]1CC[C@]23C4=C5C=CC(O)=C4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC(=O)NO,No,Evaluate whether the molecule CC(=O)NO is toxic and provide reasoning based on its structure.,clintox,train
COC1=CC=CC=C1OCC(O)COC(N)=O,No,"Using the structure COC1=CC=CC=C1OCC(O)COC(N)=O, predict if the molecule is toxic and why.",clintox,train
CC1=NS(=O)(=O)C2=CC(Cl)=CC=C2N1,No,"Using the structure CC1=NS(=O)(=O)C2=CC(Cl)=CC=C2N1, predict if the molecule is toxic and why.",clintox,train
CC1=C(CN2CCC3=C(C2=O)C2=CC=CC=C2N3C)N=CN1,No,"Given the molecular structure CC1=C(CN2CCC3=C(C2=O)C2=CC=CC=C2N3C)N=CN1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
C[N+]12CCC(CC1)C(OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)C2,No,Analyze the molecule C[N+]12CCC(CC1)C(OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)C2 and determine if it exhibits toxicity. Explain your answer.,clintox,train
N#CC(CC[NH+]1CCC(C(=O)[O-])(C2=CC=CC=C2)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,No,Is the molecule N#CC(CC[NH+]1CCC(C(=O)[O-])(C2=CC=CC=C2)CC1)(C1=CC=CC=C1)C1=CC=CC=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
[NH3+]C12CC3CC(CC(C3)C1)C2,No,"Given the molecular structure [NH3+]C12CC3CC(CC(C3)C1)C2, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
CN(C)C1=NC(N(C)C)=NC(N(C)C)=N1,No,"Using the SMILES CN(C)C1=NC(N(C)C)=NC(N(C)C)=N1, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)SCF,No,Evaluate whether the molecule C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)SCF is toxic and provide reasoning based on its structure.,clintox,train
O=C1OCCN1/N=C/C1=CC=C([N+](=O)[O-])O1,No,Is the molecule O=C1OCCN1/N=C/C1=CC=C([N+](=O)[O-])O1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1I,No,"Based on the input O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1I, determine if the molecule is toxic and provide a justification.",clintox,train
NNC1=NN=CC2=CC=CC=C12,No,"Using the structure NNC1=NN=CC2=CC=CC=C12, predict if the molecule is toxic and why.",clintox,train
CC#CCN1C(N2CCC[C@@H]([NH3+])C2)=NC2=C1C(=O)N(CC1=NC(C)=C3C=CC=CC3=N1)C(=O)N2C,No,"Based on the input CC#CCN1C(N2CCC[C@@H]([NH3+])C2)=NC2=C1C(=O)N(CC1=NC(C)=C3C=CC=CC3=N1)C(=O)N2C, determine if the molecule is toxic and provide a justification.",clintox,train
CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S(N)(=O)=O)S2,No,Does the molecule CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S(N)(=O)=O)S2 show toxic properties? Explain why or why not.,clintox,train
CC1=CC(C)=C(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C(C)=C1Br,No,Analyze the molecule CC1=CC(C)=C(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C(C)=C1Br and determine if it exhibits toxicity. Explain your answer.,clintox,train
C[NH+](C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,No,Evaluate whether the molecule C[NH+](C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1 is toxic and provide reasoning based on its structure.,clintox,train
CC(C)[NH2+]CC(O)C1=CC(O)=CC(O)=C1,No,Is the molecule CC(C)[NH2+]CC(O)C1=CC(O)=CC(O)=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC(C)C1=CC=CC(C(C)C)=C1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-],No,"Given the molecular structure CC(C)C1=CC=CC(C(C)C)=C1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-], predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
CCC[NH+](CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,No,What is your toxicity prediction for the molecule CCC[NH+](CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1? Explain your reasoning.,clintox,train
CC(=O)OCC[N+](C)(C)C,No,Is the molecule CC(=O)OCC[N+](C)(C)C toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC1=CC=CC(NC2=CC=CC=C2C(=O)[O-])=C1C,No,Predict the toxicity of the compound CC1=CC=CC(NC2=CC=CC=C2C(=O)[O-])=C1C based on its molecular structure.,clintox,train
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1,No,Is the molecule CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC(O)C(=O)[O-],No,Analyze the molecule CC(O)C(=O)[O-] and determine if it exhibits toxicity. Explain your answer.,clintox,train
C[C@@H]1O[C@@]2(CS1)C[NH+]1CCC2CC1,No,"Based on the input C[C@@H]1O[C@@]2(CS1)C[NH+]1CCC2CC1, determine if the molecule is toxic and provide a justification.",clintox,train
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,No,What is your toxicity prediction for the molecule C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC? Explain your reasoning.,clintox,train
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,No,"Using the structure CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C, predict if the molecule is toxic and why.",clintox,train
COCCCOC1=CC=NC(CS(=O)C2=NC3=CC=CC=C3N2)=C1C,No,"Based on the input COCCCOC1=CC=NC(CS(=O)C2=NC3=CC=CC=C3N2)=C1C, determine if the molecule is toxic and provide a justification.",clintox,train
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,No,Evaluate whether the molecule C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C is toxic and provide reasoning based on its structure.,clintox,train
CO[Si](C)(C)O[Si](C)(C)C,No,"Using the SMILES CO[Si](C)(C)O[Si](C)(C)C, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
O1[As]2O[As]1O2,No,What is your toxicity prediction for the molecule O1[As]2O[As]1O2? Explain your reasoning.,clintox,train
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,No,Does the molecule CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C show toxic properties? Explain why or why not.,clintox,train
N=O,No,Does the molecule N=O show toxic properties? Explain why or why not.,clintox,train
CC(C[N+](C)(C)C)OC(N)=O,No,"Using the structure CC(C[N+](C)(C)C)OC(N)=O, predict if the molecule is toxic and why.",clintox,train
OC(CCC[NH+]1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,No,Is the molecule OC(CCC[NH+]1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CCCCC1=[NH+]C=C(/C=C(\CC2=CC=CS2)C(=O)[O-])N1CC1=CC=C(C(=O)[O-])C=C1,No,Is the molecule CCCCC1=[NH+]C=C(/C=C(\CC2=CC=CS2)C(=O)[O-])N1CC1=CC=C(C(=O)[O-])C=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
NC(=O)OCC(O)COC1=CC=C(Cl)C=C1,No,"Using the SMILES NC(=O)OCC(O)COC1=CC=C(Cl)C=C1, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,No,Does the molecule NC(=O)OCC(COC(N)=O)C1=CC=CC=C1 show toxic properties? Explain why or why not.,clintox,train
C[NH+]1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,No,Evaluate whether the molecule C[NH+]1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1 is toxic and provide reasoning based on its structure.,clintox,train
CN1C(=O)C2=C(N=CN2C)N(C)C1=O,No,Evaluate whether the molecule CN1C(=O)C2=C(N=CN2C)N(C)C1=O is toxic and provide reasoning based on its structure.,clintox,train
OC1=CC=C(CCCC[NH2+]C[C@H](O)C2=CC=C(O)C(O)=C2)C=C1,No,Is the molecule OC1=CC=C(CCCC[NH2+]C[C@H](O)C2=CC=C(O)C(O)=C2)C=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC1=CC=C(/C(=C\C[NH+]2CCCC2)C2=CC=CC=N2)C=C1,No,Is the molecule CC1=CC=C(/C(=C\C[NH+]2CCCC2)C2=CC=CC=N2)C=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC[NH+](CC)CCOC(=O)C1=CC=C(N)C=C1Cl,No,What is your toxicity prediction for the molecule CC[NH+](CC)CCOC(=O)C1=CC=C(N)C=C1Cl? Explain your reasoning.,clintox,train
C[NH+](C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12,No,Analyze the molecule C[NH+](C)CCC1=CNC2=CC=C(CN3C=NC=N3)C=C12 and determine if it exhibits toxicity. Explain your answer.,clintox,train
CC(C)[NH2+]CC1CCC2=CC(CO)=C([N+](=O)[O-])C=C2N1,No,"Based on the input CC(C)[NH2+]CC1CCC2=CC(CO)=C([N+](=O)[O-])C=C2N1, determine if the molecule is toxic and provide a justification.",clintox,train
COC1=CC2=C(C=C1OC)C(=O)C(CC1CC[NH+](CC3=CC=CC=C3)CC1)C2,No,"Using the SMILES COC1=CC2=C(C=C1OC)C(=O)C(CC1CC[NH+](CC3=CC=CC=C3)CC1)C2, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
CC1CC2=CC=CC=C2N1NC(=O)C1=CC=C(Cl)C(S(N)(=O)=O)=C1,No,"Given the molecular structure CC1CC2=CC=CC=C2N1NC(=O)C1=CC=C(Cl)C(S(N)(=O)=O)=C1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,train
CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,No,Does the molecule CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O show toxic properties? Explain why or why not.,clintox,train
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O,No,Analyze the molecule CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)[O-])[C@@H](O)C[C@H]1O and determine if it exhibits toxicity. Explain your answer.,clintox,train
COC(=O)CCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1,No,"Using the SMILES COC(=O)CCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
COC1=CN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)N=C1,No,"Using the SMILES COC1=CN=C([N-]S(=O)(=O)C2=CC=C(N)C=C2)N=C1, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,train
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,No,Is the molecule C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO toxic? Provide a detailed reasoning for your prediction.,clintox,train
CC(=O)NC1=C(I)C=C(I)C(C(=O)[O-])=C1I,No,Analyze the molecule CC(=O)NC1=C(I)C=C(I)C(C(=O)[O-])=C1I and determine if it exhibits toxicity. Explain your answer.,clintox,train
O=C1C([O-])=C([C@H]2CC[C@H](C3=CC=C(Cl)C=C3)CC2)C(=O)C2=CC=CC=C12,No,Predict the toxicity of the compound O=C1C([O-])=C([C@H]2CC[C@H](C3=CC=C(Cl)C=C3)CC2)C(=O)C2=CC=CC=C12 based on its molecular structure.,clintox,train
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC([N+](=O)[O-])=C1,No,"Using the structure COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC([N+](=O)[O-])=C1, predict if the molecule is toxic and why.",clintox,train
CCN(C(C)=O)C1=CC=CC(C2=CC=NC3=C(C#N)C=NN23)=C1,No,Evaluate whether the molecule CCN(C(C)=O)C1=CC=CC(C2=CC=NC3=C(C#N)C=NN23)=C1 is toxic and provide reasoning based on its structure.,clintox,train
C[NH2+][C@@H]1[C@H](O)[C@H]([NH2+]C)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,No,Is the molecule C[NH2+][C@@H]1[C@H](O)[C@H]([NH2+]C)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O toxic? Provide a detailed reasoning for your prediction.,clintox,train
O=C(C1=CC=C(F)C(F)=C1NC1=CC=C(I)C=C1F)N1CC(O)([C@@H]2CCCCN2)C1,Yes,"Using the structure O=C(C1=CC=C(F)C(F)=C1NC1=CC=C(I)C=C1F)N1CC(O)([C@@H]2CCCCN2)C1, predict if the molecule is toxic and why.",clintox,valid
COC1=CC(NC(C)CCC[NH3+])=C2N=CC=CC2=C1,No,"Using the structure COC1=CC(NC(C)CCC[NH3+])=C2N=CC=CC2=C1, predict if the molecule is toxic and why.",clintox,valid
CN1N=NC2=C(C(N)=O)N=CN2C1=O,Yes,Analyze the molecule CN1N=NC2=C(C(N)=O)N=CN2C1=O and determine if it exhibits toxicity. Explain your answer.,clintox,valid
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,No,"Based on the input C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC, determine if the molecule is toxic and provide a justification.",clintox,valid
CCC[NH2+]CC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,No,"Given the molecular structure CCC[NH2+]CC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,valid
COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCC[NH+]1CCOCC1,No,Predict the toxicity of the compound COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCC[NH+]1CCOCC1 based on its molecular structure.,clintox,valid
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4=CC=CC=C4)N3C2=O)C=C2C3=CC=CC4=C3C(=CN4)C[C@H]21,No,Is the molecule C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4=CC=CC=C4)N3C2=O)C=C2C3=CC=CC4=C3C(=CN4)C[C@H]21 toxic? Provide a detailed reasoning for your prediction.,clintox,valid
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C21,No,"Using the SMILES CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C21, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,valid
O=C([O-])CNC(=O)C1=CC=CC=C1,No,Is the molecule O=C([O-])CNC(=O)C1=CC=CC=C1 toxic? Provide a detailed reasoning for your prediction.,clintox,valid
C[C@H]([NH3+])CC1=CC=CC=C1,No,"Given the molecular structure C[C@H]([NH3+])CC1=CC=CC=C1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,valid
COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1,No,"Using the SMILES COCCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1, predict whether the molecule is toxic or non-toxic and provide reasoning.",clintox,test
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])C3=CSC=C3)C(=O)N2[C@H]1C(=O)[O-],No,What is your toxicity prediction for the molecule CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])C3=CSC=C3)C(=O)N2[C@H]1C(=O)[O-]? Explain your reasoning.,clintox,test
NS(=O)(=O)C1=CC(C(=O)[O-])=C(NCC2=CC=CO2)C=C1Cl,No,"Using the structure NS(=O)(=O)C1=CC(C(=O)[O-])=C(NCC2=CC=CO2)C=C1Cl, predict if the molecule is toxic and why.",clintox,test
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](CC2=CC=CC=C2)C(=O)[O-])CC1,No,Evaluate whether the molecule CC(C)[C@H]1CC[C@H](C(=O)N[C@H](CC2=CC=CC=C2)C(=O)[O-])CC1 is toxic and provide reasoning based on its structure.,clintox,test
CC1=C(CCN2CCC(C3=NOC4=CC(F)=CC=C34)CC2)C(=O)N2CCCCC2=N1,Yes,"Given the molecular structure CC1=C(CCN2CCC(C3=NOC4=CC(F)=CC=C34)CC2)C(=O)N2CCCCC2=N1, predict if it is toxic (Yes/No) and provide reasoning.",clintox,test
C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3=CC=C(O)C=C3)[C@H]2SC1,No,Evaluate whether the molecule C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3=CC=C(O)C=C3)[C@H]2SC1 is toxic and provide reasoning based on its structure.,clintox,test
CC(C)[NH+](CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,No,What is your toxicity prediction for the molecule CC(C)[NH+](CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C? Explain your reasoning.,clintox,test
COC1=CC=CC([C@@]2(O)CCCC[C@@H]2CN(C)C)=C1,Yes,Predict the toxicity of the compound COC1=CC=CC([C@@]2(O)CCCC[C@@H]2CN(C)C)=C1 based on its molecular structure.,clintox,test
CNC(=O)C1=C(C)C(C(=O)[O-])=C(I)C(NC(C)=O)=C1I,No,"Using the structure CNC(=O)C1=C(C)C(C(=O)[O-])=C(I)C(NC(C)=O)=C1I, predict if the molecule is toxic and why.",clintox,test
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,No,Evaluate whether the molecule CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C is toxic and provide reasoning based on its structure.,clintox,test
CC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1[N+](=O)[O-],-3.22,"Given the molecular structure represented by CC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C1[N+](=O)[O-], predict its solubility.",esol,train
